Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
3687,Comilla,1957,4,36.7,23.2,69,68,2.374074074,2.6,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1957.04,
3688,Comilla,1957,5,36.7,25.1,125,78,2.285185185,4.2,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1957.05,
3689,Comilla,1957,6,34.6,24.8,374,85,2.501851852,5.3,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1957.06,1
3690,Comilla,1957,7,33.3,25.5,384,85,2.481481481,5.8,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1957.07,1
3691,Comilla,1957,8,35,25.4,154,85,2.209259259,6.1,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1957.08,
3692,Comilla,1957,9,34.5,25.3,366,86,1.537037037,4.9,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1957.09,1
3693,Comilla,1957,10,33.7,22.5,42,81,0.912962963,3,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1957.1,
3694,Comilla,1957,11,30.6,16.4,0,75,0.594444444,0.6,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1957.11,
3695,Comilla,1957,12,29.2,12.9,1,75,0.590740741,0.2,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1957.12,
3696,Comilla,1958,1,30.9,13.2,3,76,0.742592593,1.4,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1958.01,
3697,Comilla,1958,2,31,14.6,91,72,0.983333333,2.6,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1958.02,
3698,Comilla,1958,3,37.6,19,44,64,1.581481481,1.7,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1958.03,
3699,Comilla,1958,4,37.1,23.9,118,75,2.374074074,3.1,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1958.04,
3700,Comilla,1958,5,35.9,25.6,240,83,2.285185185,4.2,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1958.05,
3701,Comilla,1958,6,35.9,25.8,233,84,2.501851852,4.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1958.06,
3702,Comilla,1958,7,34.4,25.6,251,85,2.481481481,5.4,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1958.07,
3703,Comilla,1958,8,33.9,25.5,373,86,2.209259259,5.9,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1958.08,1
3704,Comilla,1958,9,34.9,25.4,239,85,1.537037037,5.3,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1958.09,
3705,Comilla,1958,10,35,24.1,255,85,0.912962963,4.2,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1958.1,
3706,Comilla,1958,11,32.2,19.4,5,78,0.594444444,1.4,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1958.11,
3707,Comilla,1958,12,30,14.2,0,78,0.590740741,0.6,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1958.12,
3708,Comilla,1959,1,28.9,13,37,76,0.742592593,1,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1959.01,
3709,Comilla,1959,2,29.4,14,66,73,0.983333333,1.3,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1959.02,
3710,Comilla,1959,3,36.1,19.2,153,80,1.581481481,2,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1959.03,
3711,Comilla,1959,4,36.7,23.7,108,78,2.374074074,2.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1959.04,
3712,Comilla,1959,5,34.6,24.3,270,83,2.285185185,4.9,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1959.05,
3713,Comilla,1959,6,37.1,25.6,336,86,2.501851852,6,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1959.06,
3714,Comilla,1959,7,33.9,25.5,396,85,2.481481481,6.9,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1959.07,1
3715,Comilla,1959,8,35.6,25.2,581,86,2.209259259,6.4,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1959.08,1
3716,Comilla,1959,9,34.4,24.9,207,88,1.537037037,5.8,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1959.09,
3717,Comilla,1959,10,36.7,23.5,311,87,0.912962963,4.6,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1959.1,1
3718,Comilla,1959,11,32.8,17.4,0,78,0.594444444,0.2,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1959.11,
3719,Comilla,1959,12,30.6,13.7,0,76,0.590740741,0.4,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1959.12,
3720,Comilla,1960,1,37.5,11,0,70,0.1,0.4,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1960.01,
3721,Comilla,1960,2,33.9,14.6,0,69,0.1,0.6,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1960.02,
3722,Comilla,1960,3,35.6,18,35,74,0.6,2.1,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1960.03,
3723,Comilla,1960,4,36.8,24.2,38,69,2.2,2.1,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1960.04,
3724,Comilla,1960,5,37.5,25.8,353,76,3.2,3.7,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1960.05,
3725,Comilla,1960,6,35,25.8,373,84,2.1,5.2,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1960.06,1
3726,Comilla,1960,7,34.4,25.2,591,88,4,5.8,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1960.07,1
3727,Comilla,1960,8,34.4,25.6,334,86,4.3,4.9,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1960.08,
3728,Comilla,1960,9,34.4,24.3,454,87,2.7,5.4,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1960.09,1
3729,Comilla,1960,10,34.4,23.6,153,81,2.5,2.1,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1960.1,
3730,Comilla,1960,11,30,18.1,62,77,0.9,1.5,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1960.11,
3731,Comilla,1960,12,32.2,14.4,0,76,0.4,1.1,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1960.12,
3732,Comilla,1961,1,30,13.3,1,74,0.8,0.9,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1961.01,
3733,Comilla,1961,2,32.8,14,12,67,1.6,2.3,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1961.02,
3734,Comilla,1961,3,35,22.3,21,72,4.3,3.6,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1961.03,
3735,Comilla,1961,4,37.2,23.7,116,75,2.6,3.2,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1961.04,
3736,Comilla,1961,5,37.2,25,182,80,2.3,4,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1961.05,
3737,Comilla,1961,6,36.1,25.2,639,85,3.3,5.5,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1961.06,1
3738,Comilla,1961,7,34.4,25.4,382,85,2.9,6.2,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1961.07,1
3739,Comilla,1961,8,33.9,25.5,577,87,3.7,6,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1961.08,1
3740,Comilla,1961,9,35,24.7,114,84,2.9,5.5,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1961.09,
3741,Comilla,1961,10,33.3,23.6,134,82,1.5,3.7,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1961.1,
3742,Comilla,1961,11,31.1,17.1,0,77,0.6,1.4,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1961.11,
3743,Comilla,1961,12,28.3,11.3,0,75,0.2,0.1,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1961.12,
3744,Comilla,1962,1,28.9,9.9,12,70,0.4,0.3,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1962.01,
3745,Comilla,1962,2,32.8,14.6,12,67,0.8,1.7,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1962.02,
3746,Comilla,1962,3,36.9,18,5,59,0.3,0.6,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1962.03,
3747,Comilla,1962,4,36.9,23.5,189,75,3,4.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1962.04,
3748,Comilla,1962,5,36.1,24,237,80,2.5,4.6,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1962.05,
3749,Comilla,1962,6,34.4,23.9,446,87,1.9,7.4,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1962.06,1
3750,Comilla,1962,7,36.7,24.8,456,87,2.1,6.9,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1962.07,1
3751,Comilla,1962,8,33.5,23,230,88,2.5,7.9,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1962.08,
3752,Comilla,1962,9,35.6,25.2,98,86,1.5,6.1,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1962.09,
3753,Comilla,1962,10,33.3,23,231,81,0.7,3.7,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1962.1,
3754,Comilla,1962,11,31.1,17.5,0,79,0.3,0.6,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1962.11,
3755,Comilla,1962,12,28.9,13,0,81,0.1,0.1,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1962.12,
3756,Comilla,1963,1,26.3,12.2,1,74,0.6,0.9,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1963.01,
3757,Comilla,1963,2,29.5,15,11,71,0.8,1.5,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1963.02,
3758,Comilla,1963,3,32.3,19.6,41,73,1.5,2.3,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1963.03,
3759,Comilla,1963,4,33.2,22.9,135,78,2.4,3.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1963.04,
3760,Comilla,1963,5,33.2,24.4,277,81,2.4,4.3,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1963.05,
3761,Comilla,1963,6,32.2,25.3,414,86,2.6,5.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1963.06,1
3762,Comilla,1963,7,31.3,25.3,447,87,2.6,6.1,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1963.07,1
3763,Comilla,1963,8,31.8,25.3,349,86,2.3,5.8,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1963.08,1
3764,Comilla,1963,9,32.4,25.2,252,86,1.6,5.1,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1963.09,
3765,Comilla,1963,10,32,23.5,161,83,0.8,3.3,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1963.1,
3766,Comilla,1963,11,30.5,18.6,33,79,0.5,1.8,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1963.11,
3767,Comilla,1963,12,27.8,13.5,2,77,0.5,0.9,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1963.12,
3768,Comilla,1964,1,28.9,12,20,72,0.5,1.1,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1964.01,
3769,Comilla,1964,2,33.3,15.5,30,71,1,2,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1964.02,
3770,Comilla,1964,3,36.7,21.1,29,71,1.5,2.4,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1964.03,
3771,Comilla,1964,4,34.4,23,121,83,2.5,5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1964.04,
3772,Comilla,1964,5,35.6,23.6,343,87,1.4,4.2,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1964.05,
3773,Comilla,1964,6,33.3,24.2,544,93,2.8,6.1,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1964.06,1
3774,Comilla,1964,7,33.9,24.1,816,94,2.2,6.4,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1964.07,1
3775,Comilla,1964,8,34.7,25.1,540,92,2.3,5.8,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1964.08,1
3776,Comilla,1964,9,35.6,25.3,428,90,1.2,5.3,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1964.09,1
3777,Comilla,1964,10,33.9,24.1,533,86,1.1,4.2,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1964.1,1
3778,Comilla,1964,11,32.2,19.4,28,81,0.2,2,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1964.11,
3779,Comilla,1964,12,29.4,14.1,0,80,0.1,0.8,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1964.12,
3780,Comilla,1965,1,28.9,12.2,0,75,0,0.8,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1965.01,
3781,Comilla,1965,2,31.1,13.6,0,70,0.4,1.4,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1965.02,
3782,Comilla,1965,3,35,17.9,14,72,0.9,2.2,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1965.03,
3783,Comilla,1965,4,36.7,22.8,0,76,2.6,3.4,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1965.04,
3784,Comilla,1965,5,35.6,24.9,53,83,2.2,3.9,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1965.05,
3785,Comilla,1965,6,35,24.6,717,90,2.1,6.3,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1965.06,1
3786,Comilla,1965,7,33.9,24.7,595,96,1.1,5.8,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1965.07,1
3787,Comilla,1965,8,35,24.9,810,95,1.1,6,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1965.08,1
3788,Comilla,1965,9,33.7,25.3,329,86,1.1,5.5,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1965.09,
3789,Comilla,1965,10,33.3,23.6,49,82,0.9,4,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1965.1,
3790,Comilla,1965,11,31.9,18.6,99,79,0.6,1.5,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1965.11,
3791,Comilla,1965,12,29.4,15.2,14,78,0.8,3.4,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1965.12,
3792,Comilla,1966,1,27.8,13.8,14,77,0.7,3,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1966.01,
3793,Comilla,1966,2,33.9,16.1,0,67,0.7,0.5,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1966.02,
3794,Comilla,1966,3,36.7,19.3,29,68,1.6,1.8,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1966.03,
3795,Comilla,1966,4,36.7,23.6,44,78,2.5,2.3,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1966.04,
3796,Comilla,1966,5,37.2,25,127,85,1.4,2.4,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1966.05,
3797,Comilla,1966,6,35,24.9,641,94,3.2,6.2,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1966.06,1
3798,Comilla,1966,7,33.9,25.3,315,92,1.6,5.9,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1966.07,
3799,Comilla,1966,8,33.3,25.5,347,93,1.4,6.3,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1966.08,1
3800,Comilla,1966,9,33.3,24.9,540,90,0.7,4.5,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1966.09,1
3801,Comilla,1966,10,34.4,22.5,348,85,0.3,2.1,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1966.1,
3802,Comilla,1966,11,30.6,19.7,28,84,0,1.8,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1966.11,
3803,Comilla,1966,12,27.8,14.2,58,86,0.1,1.4,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1966.12,
3804,Comilla,1967,1,26.5,12.3,1,74,0.6,0.9,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1967.01,
3805,Comilla,1967,2,32.8,16.7,0,76,0.5,1.5,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1967.02,
3806,Comilla,1967,3,32.3,19.2,132,80,0.5,2.3,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1967.03,
3807,Comilla,1967,4,36.7,21.9,191,74,1.2,3.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1967.04,
3808,Comilla,1967,5,35,24.6,186,84,1.9,4.3,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1967.05,
3809,Comilla,1967,6,34.4,25.3,223,84,2.2,5.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1967.06,
3810,Comilla,1967,7,34.4,25.2,405,87,2.2,6.1,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1967.07,1
3811,Comilla,1967,8,33.9,24.9,295,85,2.5,5.8,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1967.08,
3812,Comilla,1967,9,33.3,24.7,443,87,2.1,5.1,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1967.09,1
3813,Comilla,1967,10,32.8,22.6,272,81,0.4,3.3,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1967.1,
3814,Comilla,1967,11,30.6,16.1,2,73,0.2,1.8,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1967.11,
3815,Comilla,1967,12,28.3,13.5,0,72,0.4,0.9,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1967.12,
3816,Comilla,1968,1,28.3,11.9,0,69,0.7,0.9,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1968.01,
3817,Comilla,1968,2,30,14,0,75,0.8,1.5,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1968.02,
3818,Comilla,1968,3,35.6,19.3,45,67,1.6,2.3,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1968.03,
3819,Comilla,1968,4,36.1,21.9,197,78,2.1,3.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1968.04,
3820,Comilla,1968,5,36.1,24.1,418,79,3,4.3,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1968.05,
3821,Comilla,1968,6,35,24.9,524,89,3,5.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1968.06,1
3822,Comilla,1968,7,35,25.7,498,87,2.7,6.1,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1968.07,1
3823,Comilla,1968,8,32.8,25.5,442,88,2.1,5.8,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1968.08,1
3824,Comilla,1968,9,33.8,25.6,185,86,1.3,5.1,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1968.09,
3825,Comilla,1968,10,35.6,23.1,88,83,0.7,3.3,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1968.1,
3826,Comilla,1968,11,32.2,18.8,10,79,0.2,1.8,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1968.11,
3827,Comilla,1968,12,27.7,13.7,9,77,0.5,0.9,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1968.12,
3828,Comilla,1969,1,28.3,10.1,0,74,0.5,0.4,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1969.01,
3829,Comilla,1969,2,33.3,13.6,0,70,0.3,0.3,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1969.02,
3830,Comilla,1969,3,36.1,20.3,57,79,1.5,1.5,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1969.03,
3831,Comilla,1969,4,36.7,22.9,237,78,2.2,2.3,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1969.04,
3832,Comilla,1969,5,36.7,24.4,41,78,1,1.7,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1969.05,
3833,Comilla,1969,6,33.9,24.8,782,88,2.3,4.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1969.06,1
3834,Comilla,1969,7,34.4,24.8,559,87,2.4,4.5,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1969.07,1
3835,Comilla,1969,8,33.9,24.8,644,90,2.4,5.1,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1969.08,1
3836,Comilla,1969,9,35,24.8,366,84,1.5,3.1,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1969.09,
3837,Comilla,1969,10,34.4,23.6,26,80,0.1,1.6,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1969.1,
3838,Comilla,1969,11,36.7,21,27,75,0,1.1,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1969.11,
3839,Comilla,1969,12,29.4,16.5,0,74,0.1,0.3,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1969.12,
3840,Comilla,1970,1,27.8,14.7,20,86,0.5,0.5,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1970.01,
3841,Comilla,1970,2,31.7,15.6,9,70,0.6,0.9,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1970.02,
3842,Comilla,1970,3,36.7,20.2,63,70,1.1,2,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1970.03,
3843,Comilla,1970,4,35.2,23.9,134,91,1.4,2.3,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1970.04,
3844,Comilla,1970,5,36.1,25.8,187,92,1.7,2.6,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1970.05,
3845,Comilla,1970,6,34.4,26,129,93,1.9,4,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1970.06,
3846,Comilla,1970,7,35,26,546,93,1.8,4.5,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1970.07,1
3847,Comilla,1970,8,33.9,25.9,240,87,1.3,3.5,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1970.08,
3848,Comilla,1970,9,35.6,26,37,87,0.7,2.7,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1970.09,
3849,Comilla,1970,10,33.9,24.1,284,85,0.8,2.4,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1970.1,
3850,Comilla,1970,11,32.8,20.8,74,91,0.6,0.8,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1970.11,
3851,Comilla,1970,12,27.7,13.7,9,77,0.5,0.9,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1970.12,
3852,Comilla,1971,1,28.9,12.8,5,74,0.3,0.6,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1971.01,
3853,Comilla,1971,2,31.7,14.1,10,71,0.3,0.7,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1971.02,
3854,Comilla,1971,3,36.1,18.1,26,73,0.5,0.8,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1971.03,
3855,Comilla,1971,4,33.2,22.9,135,78,2.4,3.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1971.04,
3856,Comilla,1971,5,35,24.3,222,81,1.7,3.1,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1971.05,
3857,Comilla,1971,6,34.3,25.1,219,86,2.3,4.6,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1971.06,
3858,Comilla,1971,7,33.3,24.9,291,87,2.2,4.6,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1971.07,
3859,Comilla,1971,8,32.2,24.4,307,86,2.5,4.8,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1971.08,
3860,Comilla,1971,9,37.8,25.1,240,86,1.3,3.4,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1971.09,
3861,Comilla,1971,10,33.3,23.9,166,83,0.7,2.7,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1971.1,
3862,Comilla,1971,11,31.7,17.7,57,79,0.6,1.1,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1971.11,
3863,Comilla,1971,12,27.8,13.5,2,77,0.5,0.9,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1971.12,
3864,Comilla,1972,1,26.3,12.2,0,74,0.6,0.9,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1972.01,
3865,Comilla,1972,2,29.7,15.1,0,71,0.8,1.5,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1972.02,
3866,Comilla,1972,3,36.2,20.6,15,73,2.8,2.9,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1972.03,
3867,Comilla,1972,4,35.3,23.7,117,78,4,4,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1972.04,
3868,Comilla,1972,5,35.2,26.2,252,81,4.6,4.4,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1972.05,
3869,Comilla,1972,6,37.8,25.6,369,86,2.9,5.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1972.06,1
3870,Comilla,1972,7,35.6,26.4,206,87,3.9,6.2,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1972.07,
3871,Comilla,1972,8,34.2,25.2,385,86,3.3,6.7,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1972.08,1
3872,Comilla,1972,9,35.3,26,69,86,1.5,4.9,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1972.09,
3873,Comilla,1972,10,34.4,24.4,57,83,0.9,2.7,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1972.1,
3874,Comilla,1972,11,33.3,19.4,1,79,0.4,2.1,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1972.11,
3875,Comilla,1972,12,31.7,12.4,0,77,0.3,0.5,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1972.12,
3876,Comilla,1973,1,31.7,11.8,10,61,0.3,0.5,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1973.01,
3877,Comilla,1973,2,32.8,16,30,60,1,1.6,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1973.02,
3878,Comilla,1973,3,36.5,17.9,53,65,1.1,1.8,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1973.03,
3879,Comilla,1973,4,35.6,23.6,72,72,5,3.6,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1973.04,
3880,Comilla,1973,5,34.4,23.9,445,79,2.4,5,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1973.05,1
3881,Comilla,1973,6,34.7,25.1,489,84,2.2,6.1,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1973.06,1
3882,Comilla,1973,7,35,25.5,332,81,2.6,5.3,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1973.07,
3883,Comilla,1973,8,33.6,24.9,138,82,2.1,5.3,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1973.08,
3884,Comilla,1973,9,33.9,24.6,127,84,1.9,5.3,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1973.09,
3885,Comilla,1973,10,33.9,23.6,198,80,0.7,2.9,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1973.1,
3886,Comilla,1973,11,31.7,19.1,160,79,0.8,2.6,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1973.11,
3887,Comilla,1973,12,27.8,14.2,0,75,0.6,1.1,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1973.12,
3888,Comilla,1974,1,26.7,11.9,0,69,0.2,0.4,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1974.01,
3889,Comilla,1974,2,32.2,13.3,0,58,0.6,0.4,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1974.02,
3890,Comilla,1974,3,35.3,19.7,84,69,2.2,3,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1974.03,
